id,lead_code,suggested_action,TARGET,total_due,dpd_bucket,state,wa_msgs_sent,wa_msgs_read,wa_msgs_failed,wa_unique_responses,bot_calls,bot_answered,bot_avg_duration,human_calls,human_answered,human_avg_duration,field_visits,met_customer,door_locked,shifted,sms_sent,sms_failed
15287,LDSMFG_115286,ACTION_FIELD,0.39,353413,60-90,Tamil Nadu,1.0,1.0,0.0,0.0,1.0,1.0,240.0,1.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0
15288,LDSMFG_115287,ACTION_FIELD,0.33,257862,60-90,Delhi,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,113.0,0.0,0.0,0.0,0.0,0.0,0.0
15289,LDSMFG_115288,ACTION_BOT,0.78,176840,30-60,Maharashtra,5.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,43.0,1.0,0.0,0.0,1.0,0.0,0.0
15290,LDSMFG_115289,ACTION_FIELD,0.47,30395,30-60,Karnataka,2.0,2.0,0.0,0.0,1.0,0.0,207.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15291,LDSMFG_115290,ACTION_DIGITAL,0.72,287346,30-60,Maharashtra,3.0,1.0,0.0,0.0,1.0,0.0,31.0,1.0,0.0,197.0,0.0,0.0,0.0,0.0,0.0,0.0
15292,LDSMFG_115291,ACTION_BOT,0.18,411489,90-180,UP,2.0,1.0,0.0,1.0,1.0,0.0,78.0,1.0,0.0,262.0,0.0,0.0,0.0,0.0,0.0,0.0
15293,LDSMFG_115292,ACTION_BOT,0.38,447105,30-60,Delhi,2.0,2.0,0.0,0.0,2.0,0.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15294,LDSMFG_115293,ACTION_DIGITAL,0.62,234707,60-90,Maharashtra,5.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,86.0,1.0,0.0,1.0,0.0,0.0,0.0
15295,LDSMFG_115294,ACTION_FIELD,0.36,252181,60-90,Delhi,4.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,213.5,0.0,0.0,0.0,0.0,0.0,0.0
15296,LDSMFG_115295,ACTION_FIELD,0.5,209120,90-180,Delhi,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,244.0,0.0,0.0,0.0,0.0,0.0,0.0
15297,LDSMFG_115296,ACTION_DIGITAL,0.61,229839,30-60,Delhi,3.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0
15298,LDSMFG_115297,ACTION_FIELD,0.43,224882,30-60,Delhi,3.0,2.0,1.0,0.0,2.0,1.0,231.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15299,LDSMFG_115298,ACTION_FIELD,0.4,108235,30-60,Maharashtra,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,264.0,0.0,0.0,0.0,0.0,0.0,0.0
15300,LDSMFG_115299,ACTION_BOT,0.05,50510,30-60,UP,3.0,1.0,0.0,0.0,1.0,0.0,212.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15301,LDSMFG_115300,ACTION_HUMAN_CALL,0.72,92945,60-90,Tamil Nadu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,116.0,0.0,0.0,0.0,0.0,0.0,0.0
15302,LDSMFG_115301,ACTION_BOT,0.23,247802,60-90,Karnataka,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15303,LDSMFG_115302,ACTION_HUMAN_CALL,0.02,255168,180+,Tamil Nadu,1.0,1.0,0.0,0.0,1.0,0.0,274.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15304,LDSMFG_115303,ACTION_FIELD,0.71,337793,60-90,Delhi,1.0,1.0,0.0,0.0,1.0,0.0,245.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15305,LDSMFG_115304,ACTION_BOT,0.29,373867,30-60,Tamil Nadu,1.0,1.0,0.0,0.0,1.0,0.0,246.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15306,LDSMFG_115305,ACTION_BOT,0.0,7881,60-90,Karnataka,2.0,0.0,1.0,1.0,1.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15307,LDSMFG_115306,ACTION_BOT,0.4,313057,90-180,UP,1.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,177.0,1.0,0.0,1.0,0.0,0.0,0.0
15308,LDSMFG_115307,ACTION_DIGITAL,0.43,116860,90-180,Karnataka,1.0,0.0,0.0,0.0,1.0,0.0,40.0,1.0,1.0,254.0,0.0,0.0,0.0,0.0,0.0,0.0
15309,LDSMFG_115308,ACTION_BOT,0.43,351929,180+,Karnataka,5.0,3.0,0.0,2.0,1.0,0.0,167.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15310,LDSMFG_115309,ACTION_HUMAN_CALL,0.55,463253,90-180,Delhi,6.0,3.0,0.0,1.0,1.0,1.0,139.0,1.0,0.0,198.0,0.0,0.0,0.0,0.0,0.0,0.0
15311,LDSMFG_115310,ACTION_FIELD,0.43,329601,30-60,Delhi,4.0,2.0,0.0,0.0,1.0,0.0,77.0,1.0,1.0,293.0,0.0,0.0,0.0,0.0,0.0,0.0
15312,LDSMFG_115311,ACTION_FIELD,0.36,171415,30-60,Tamil Nadu,3.0,0.0,0.0,0.0,1.0,0.0,146.0,1.0,0.0,152.0,1.0,1.0,0.0,0.0,0.0,0.0
15313,LDSMFG_115312,ACTION_DIGITAL,0.27,460605,60-90,UP,0.0,0.0,0.0,0.0,2.0,0.0,140.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15314,LDSMFG_115313,ACTION_FIELD,0.41,476466,90-180,Karnataka,2.0,2.0,0.0,0.0,1.0,0.0,34.0,1.0,0.0,241.0,0.0,0.0,0.0,0.0,0.0,0.0
15315,LDSMFG_115314,ACTION_FIELD,0.41,144728,30-60,Delhi,5.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0
15316,LDSMFG_115315,ACTION_HUMAN_CALL,0.41,272885,30-60,UP,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15317,LDSMFG_115316,ACTION_BOT,0.09,152733,180+,Karnataka,4.0,1.0,1.0,2.0,1.0,0.0,275.0,1.0,0.0,204.0,0.0,0.0,0.0,0.0,0.0,0.0
15318,LDSMFG_115317,ACTION_BOT,0.14,364235,180+,Karnataka,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0
15319,LDSMFG_115318,ACTION_BOT,0.1,295834,30-60,UP,2.0,1.0,0.0,1.0,1.0,0.0,124.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
15320,LDSMFG_115319,ACTION_FIELD,0.45,299977,30-60,Tamil Nadu,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15321,LDSMFG_115320,ACTION_FIELD,0.75,107566,90-180,Tamil Nadu,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,256.0,0.0,0.0,0.0,0.0,0.0,0.0
15322,LDSMFG_115321,ACTION_BOT,0.31,76240,60-90,Tamil Nadu,4.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0
15323,LDSMFG_115322,ACTION_DIGITAL,0.49,111898,90-180,UP,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0
15324,LDSMFG_115323,ACTION_DIGITAL,0.39,344855,30-60,Maharashtra,1.0,1.0,0.0,0.0,2.0,0.0,124.5,1.0,0.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0
15325,LDSMFG_115324,ACTION_BOT,0.46,455357,90-180,Tamil Nadu,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15326,LDSMFG_115325,ACTION_DIGITAL,0.29,214304,30-60,Maharashtra,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0
15327,LDSMFG_115326,ACTION_FIELD,0.37,306167,90-180,Tamil Nadu,2.0,1.0,0.0,0.0,1.0,0.0,141.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15328,LDSMFG_115327,ACTION_BOT,0.38,307353,30-60,Tamil Nadu,2.0,2.0,0.0,0.0,1.0,0.0,139.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
15329,LDSMFG_115328,ACTION_DIGITAL,0.31,360734,60-90,Delhi,3.0,2.0,0.0,1.0,1.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15330,LDSMFG_115329,ACTION_DIGITAL,0.73,353756,60-90,Maharashtra,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,133.0,0.0,0.0,0.0,0.0,1.0,0.0
15331,LDSMFG_115330,ACTION_FIELD,0.62,85522,60-90,Tamil Nadu,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15332,LDSMFG_115331,ACTION_BOT,0.18,378798,30-60,Tamil Nadu,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
15333,LDSMFG_115332,ACTION_DIGITAL,0.42,150512,60-90,Tamil Nadu,3.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15334,LDSMFG_115333,ACTION_HUMAN_CALL,0.59,124107,30-60,Maharashtra,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
15335,LDSMFG_115334,ACTION_DIGITAL,0.24,406176,90-180,Karnataka,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0
15336,LDSMFG_115335,ACTION_BOT,0.53,27462,30-60,Karnataka,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
15337,LDSMFG_115336,ACTION_DIGITAL,0.18,284965,90-180,UP,4.0,3.0,0.0,1.0,1.0,1.0,138.0,3.0,1.0,151.33333333333334,1.0,0.0,1.0,0.0,0.0,0.0
15338,LDSMFG_115337,ACTION_BOT,0.41,455988,60-90,Maharashtra,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0
15339,LDSMFG_115338,ACTION_HUMAN_CALL,0.7,425474,30-60,Tamil Nadu,5.0,2.0,1.0,0.0,3.0,1.0,76.0,1.0,0.0,54.0,1.0,0.0,0.0,1.0,0.0,0.0
15340,LDSMFG_115339,ACTION_DIGITAL,0.6,97889,30-60,Maharashtra,1.0,1.0,0.0,0.0,1.0,1.0,32.0,1.0,0.0,205.0,0.0,0.0,0.0,0.0,0.0,0.0
15341,LDSMFG_115340,ACTION_BOT,0.4,93952,180+,Tamil Nadu,2.0,1.0,0.0,0.0,2.0,0.0,69.5,1.0,1.0,297.0,1.0,0.0,1.0,0.0,0.0,0.0
15342,LDSMFG_115341,ACTION_DIGITAL,0.15,198596,30-60,Tamil Nadu,2.0,0.0,1.0,1.0,1.0,1.0,25.0,1.0,0.0,253.0,1.0,1.0,0.0,0.0,0.0,0.0
15343,LDSMFG_115342,ACTION_FIELD,0.67,420331,90-180,UP,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,263.0,1.0,0.0,1.0,0.0,0.0,0.0
15344,LDSMFG_115343,ACTION_HUMAN_CALL,0.09,385210,30-60,UP,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15345,LDSMFG_115344,ACTION_HUMAN_CALL,0.05,182505,180+,Tamil Nadu,3.0,1.0,0.0,0.0,1.0,0.0,124.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
15346,LDSMFG_115345,ACTION_HUMAN_CALL,0.11,226576,90-180,UP,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
15347,LDSMFG_115346,ACTION_HUMAN_CALL,0.19,486483,180+,Tamil Nadu,6.0,5.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,262.0,0.0,0.0,0.0,0.0,0.0,0.0
15348,LDSMFG_115347,ACTION_FIELD,0.72,224393,90-180,Karnataka,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0
15349,LDSMFG_115348,ACTION_HUMAN_CALL,0.27,346508,60-90,Delhi,3.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,242.0,0.0,0.0,0.0,0.0,0.0,0.0
15350,LDSMFG_115349,ACTION_FIELD,0.65,337221,30-60,Delhi,2.0,2.0,0.0,1.0,1.0,0.0,249.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15351,LDSMFG_115350,ACTION_BOT,0.46,307788,30-60,Delhi,3.0,3.0,0.0,0.0,2.0,1.0,91.0,2.0,0.0,126.0,1.0,0.0,1.0,0.0,0.0,0.0
15352,LDSMFG_115351,ACTION_BOT,0.26,329787,30-60,UP,3.0,1.0,0.0,0.0,2.0,0.0,162.0,1.0,0.0,264.0,0.0,0.0,0.0,0.0,0.0,0.0
15353,LDSMFG_115352,ACTION_FIELD,0.39,280455,30-60,Tamil Nadu,5.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15354,LDSMFG_115353,ACTION_BOT,0.14,259084,60-90,UP,4.0,0.0,0.0,1.0,1.0,0.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15355,LDSMFG_115354,ACTION_DIGITAL,0.39,134466,90-180,Karnataka,2.0,1.0,0.0,0.0,1.0,0.0,72.0,1.0,0.0,291.0,0.0,0.0,0.0,0.0,0.0,0.0
15356,LDSMFG_115355,ACTION_FIELD,0.44,35531,30-60,Karnataka,1.0,1.0,0.0,0.0,1.0,0.0,259.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15357,LDSMFG_115356,ACTION_FIELD,0.37,19588,30-60,Karnataka,2.0,1.0,1.0,1.0,1.0,0.0,254.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15358,LDSMFG_115357,ACTION_FIELD,0.66,316560,60-90,UP,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,41.0,1.0,0.0,0.0,1.0,0.0,0.0
15359,LDSMFG_115358,ACTION_HUMAN_CALL,0.47,148452,90-180,UP,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,139.0,0.0,0.0,0.0,0.0,0.0,0.0
15360,LDSMFG_115359,ACTION_DIGITAL,0.85,178717,30-60,Karnataka,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,297.0,0.0,0.0,0.0,0.0,0.0,0.0
15361,LDSMFG_115360,ACTION_BOT,0.73,416034,30-60,Maharashtra,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,41.0,1.0,0.0,0.0,1.0,0.0,0.0
15362,LDSMFG_115361,ACTION_HUMAN_CALL,0.76,166929,30-60,Tamil Nadu,3.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0
15363,LDSMFG_115362,ACTION_HUMAN_CALL,0.55,26711,30-60,Delhi,4.0,1.0,0.0,0.0,1.0,0.0,20.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
15364,LDSMFG_115363,ACTION_BOT,0.57,141169,60-90,Karnataka,3.0,0.0,0.0,0.0,1.0,1.0,129.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15365,LDSMFG_115364,ACTION_HUMAN_CALL,0.68,383492,60-90,Delhi,4.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,169.0,0.0,0.0,0.0,0.0,0.0,0.0
15366,LDSMFG_115365,ACTION_DIGITAL,0.75,164465,90-180,Delhi,3.0,0.0,1.0,0.0,3.0,1.0,62.66666666666666,2.0,1.0,80.0,1.0,0.0,0.0,1.0,0.0,0.0
15367,LDSMFG_115366,ACTION_HUMAN_CALL,0.11,289220,180+,Delhi,4.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,182.0,0.0,0.0,0.0,0.0,0.0,0.0
15368,LDSMFG_115367,ACTION_BOT,0.42,351418,180+,Delhi,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15369,LDSMFG_115368,ACTION_DIGITAL,0.64,324753,60-90,UP,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,161.0,0.0,0.0,0.0,0.0,0.0,0.0
15370,LDSMFG_115369,ACTION_DIGITAL,0.83,165389,30-60,Maharashtra,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
15371,LDSMFG_115370,ACTION_FIELD,0.4,63480,30-60,UP,1.0,1.0,0.0,0.0,1.0,0.0,16.0,3.0,2.0,133.33333333333334,0.0,0.0,0.0,0.0,0.0,0.0
15372,LDSMFG_115371,ACTION_DIGITAL,0.27,274188,60-90,Delhi,2.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,128.33333333333334,0.0,0.0,0.0,0.0,0.0,0.0
15373,LDSMFG_115372,ACTION_FIELD,0.43,469249,180+,Delhi,3.0,0.0,0.0,0.0,1.0,0.0,86.0,3.0,1.0,164.66666666666666,0.0,0.0,0.0,0.0,0.0,0.0
15374,LDSMFG_115373,ACTION_BOT,0.42,255309,60-90,Delhi,2.0,1.0,1.0,0.0,1.0,0.0,177.0,1.0,1.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0
15375,LDSMFG_115374,ACTION_HUMAN_CALL,0.23,60486,180+,Delhi,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15376,LDSMFG_115375,ACTION_FIELD,0.47,60162,30-60,Tamil Nadu,3.0,3.0,0.0,0.0,1.0,0.0,41.0,1.0,1.0,238.0,0.0,0.0,0.0,0.0,0.0,0.0
15377,LDSMFG_115376,ACTION_FIELD,0.67,215359,30-60,Tamil Nadu,2.0,2.0,0.0,0.0,3.0,1.0,230.0,3.0,1.0,251.33333333333331,0.0,0.0,0.0,0.0,0.0,0.0
15378,LDSMFG_115377,ACTION_HUMAN_CALL,0.7,34882,90-180,Tamil Nadu,1.0,0.0,0.0,0.0,1.0,0.0,174.0,1.0,0.0,158.0,0.0,0.0,0.0,0.0,0.0,0.0
15379,LDSMFG_115378,ACTION_FIELD,0.66,59078,90-180,UP,2.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,74.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0
15380,LDSMFG_115379,ACTION_FIELD,0.67,325878,60-90,Delhi,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15381,LDSMFG_115380,ACTION_FIELD,0.46,243680,30-60,Karnataka,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
15382,LDSMFG_115381,ACTION_HUMAN_CALL,0.34,113730,30-60,Delhi,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
15383,LDSMFG_115382,ACTION_HUMAN_CALL,0.87,179898,30-60,Maharashtra,1.0,0.0,1.0,0.0,1.0,0.0,183.0,2.0,1.0,113.5,0.0,0.0,0.0,0.0,0.0,0.0
15384,LDSMFG_115383,ACTION_HUMAN_CALL,0.79,355129,60-90,Tamil Nadu,4.0,2.0,1.0,0.0,1.0,0.0,122.0,1.0,1.0,219.0,0.0,0.0,0.0,0.0,0.0,0.0
15385,LDSMFG_115384,ACTION_HUMAN_CALL,0.3,311172,30-60,UP,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15386,LDSMFG_115385,ACTION_FIELD,0.66,449547,60-90,Maharashtra,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0
15387,LDSMFG_115386,ACTION_HUMAN_CALL,0.48,103938,60-90,Maharashtra,3.0,1.0,0.0,0.0,1.0,1.0,206.0,1.0,1.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0
15388,LDSMFG_115387,ACTION_DIGITAL,0.27,123319,60-90,Karnataka,4.0,2.0,0.0,0.0,1.0,0.0,268.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
15389,LDSMFG_115388,ACTION_HUMAN_CALL,0.44,37543,60-90,Maharashtra,1.0,0.0,0.0,0.0,1.0,0.0,229.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
15390,LDSMFG_115389,ACTION_DIGITAL,0.92,129279,60-90,Maharashtra,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15391,LDSMFG_115390,ACTION_HUMAN_CALL,0.57,34362,30-60,UP,4.0,2.0,0.0,0.0,3.0,1.0,83.33333333333333,2.0,0.0,104.0,0.0,0.0,0.0,0.0,0.0,0.0
15392,LDSMFG_115391,ACTION_BOT,0.41,425531,30-60,Maharashtra,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15393,LDSMFG_115392,ACTION_BOT,0.42,163818,30-60,Maharashtra,6.0,3.0,1.0,1.0,1.0,1.0,236.0,0.0,0.0,0.0,3.0,2.0,0.0,1.0,0.0,0.0
15394,LDSMFG_115393,ACTION_BOT,0.21,408273,30-60,Delhi,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15395,LDSMFG_115394,ACTION_BOT,0.14,247721,30-60,Delhi,5.0,3.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
15396,LDSMFG_115395,ACTION_BOT,0.21,310059,30-60,Delhi,5.0,3.0,0.0,0.0,3.0,0.0,135.66666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15397,LDSMFG_115396,ACTION_BOT,0.18,419277,30-60,Karnataka,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15398,LDSMFG_115397,ACTION_FIELD,0.44,318514,90-180,Karnataka,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
15399,LDSMFG_115398,ACTION_HUMAN_CALL,0.56,170229,180+,Tamil Nadu,1.0,0.0,1.0,0.0,1.0,0.0,191.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15400,LDSMFG_115399,ACTION_FIELD,0.68,378519,180+,Delhi,2.0,0.0,0.0,0.0,2.0,0.0,82.5,2.0,0.0,193.5,0.0,0.0,0.0,0.0,0.0,0.0
15401,LDSMFG_115400,ACTION_DIGITAL,0.43,147394,90-180,Delhi,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0
15402,LDSMFG_115401,ACTION_DIGITAL,0.64,74812,90-180,Delhi,1.0,0.0,0.0,0.0,1.0,0.0,284.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15403,LDSMFG_115402,ACTION_DIGITAL,0.72,476058,180+,Maharashtra,1.0,0.0,1.0,0.0,1.0,0.0,115.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15404,LDSMFG_115403,ACTION_DIGITAL,0.74,301161,90-180,Karnataka,3.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,69.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0
15405,LDSMFG_115404,ACTION_HUMAN_CALL,0.43,323936,60-90,Delhi,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15406,LDSMFG_115405,ACTION_BOT,0.1,425958,60-90,Delhi,4.0,3.0,0.0,1.0,1.0,0.0,216.0,1.0,0.0,138.0,0.0,0.0,0.0,0.0,0.0,0.0
15407,LDSMFG_115406,ACTION_DIGITAL,0.57,233208,30-60,UP,2.0,1.0,0.0,0.0,1.0,0.0,83.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
15408,LDSMFG_115407,ACTION_FIELD,0.47,463024,30-60,Tamil Nadu,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,117.0,0.0,0.0,0.0,0.0,0.0,0.0
15409,LDSMFG_115408,ACTION_BOT,0.07,396342,30-60,Maharashtra,4.0,1.0,1.0,1.0,1.0,0.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15410,LDSMFG_115409,ACTION_FIELD,0.38,284773,60-90,Maharashtra,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15411,LDSMFG_115410,ACTION_DIGITAL,0.42,133614,90-180,Karnataka,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15412,LDSMFG_115411,ACTION_FIELD,0.38,406461,90-180,Delhi,2.0,2.0,0.0,0.0,2.0,0.0,100.0,1.0,0.0,232.0,2.0,0.0,0.0,2.0,0.0,0.0
15413,LDSMFG_115412,ACTION_BOT,0.36,101950,180+,Maharashtra,2.0,2.0,0.0,0.0,1.0,0.0,163.0,1.0,0.0,173.0,1.0,1.0,0.0,0.0,0.0,0.0
15414,LDSMFG_115413,ACTION_DIGITAL,0.6,179942,30-60,Maharashtra,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,205.66666666666663,1.0,0.0,1.0,0.0,0.0,0.0
15415,LDSMFG_115414,ACTION_BOT,0.73,493850,180+,Tamil Nadu,0.0,0.0,0.0,0.0,1.0,0.0,148.0,1.0,1.0,288.0,1.0,0.0,0.0,1.0,0.0,0.0
15416,LDSMFG_115415,ACTION_HUMAN_CALL,0.5,69829,90-180,Maharashtra,3.0,1.0,1.0,0.0,2.0,1.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15417,LDSMFG_115416,ACTION_BOT,0.69,250602,30-60,Karnataka,2.0,2.0,0.0,0.0,1.0,0.0,226.0,2.0,1.0,116.5,1.0,0.0,0.0,1.0,0.0,0.0
