lead_code,wa_msgs_sent,wa_msgs_read,wa_msgs_failed,wa_unique_responses,bot_calls,bot_answered,bot_avg_duration,human_calls,human_answered,human_avg_duration,field_visits,met_customer,door_locked,shifted,sms_sent,sms_failed
LDSMFG_123799,5.0,2.0,1.0,1.0,1.0,1.0,77.0,1.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0
LDSMFG_123800,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,89.75,0.0,0.0,0.0,0.0,0.0,0.0
LDSMFG_123801,3.0,2.0,0.0,0.0,2.0,0.0,134.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LDSMFG_123802,4.0,3.0,0.0,1.0,1.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LDSMFG_123803,1.0,0.0,0.0,0.0,2.0,0.0,130.0,3.0,0.0,29.666666666666668,0.0,0.0,0.0,0.0,0.0,0.0
LDSMFG_123804,2.0,2.0,0.0,1.0,2.0,1.0,192.0,1.0,0.0,216.0,0.0,0.0,0.0,0.0,0.0,0.0
LDSMFG_123805,2.0,1.0,0.0,1.0,1.0,1.0,192.0,2.0,0.0,136.5,0.0,0.0,0.0,0.0,0.0,0.0
LDSMFG_123806,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,153.0,0.0,0.0,0.0,0.0,0.0,0.0
LDSMFG_123807,3.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,265.0,0.0,0.0,0.0,0.0,0.0,0.0
LDSMFG_123808,3.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,168.0,1.0,0.0,1.0,0.0,0.0,0.0
LDSMFG_123809,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LDSMFG_123810,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0
LDSMFG_123811,3.0,2.0,0.0,0.0,1.0,1.0,196.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LDSMFG_123812,3.0,2.0,0.0,0.0,1.0,0.0,126.0,1.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0
LDSMFG_123813,5.0,1.0,2.0,1.0,1.0,0.0,104.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
LDSMFG_123814,4.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,138.0,0.0,0.0,0.0,0.0,0.0,0.0
LDSMFG_123815,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
LDSMFG_123816,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
LDSMFG_123818,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,138.0,0.0,0.0,0.0,0.0,0.0,0.0
LDSMFG_123819,2.0,0.0,0.0,1.0,1.0,0.0,218.0,1.0,0.0,230.0,2.0,2.0,0.0,0.0,0.0,0.0
LDSMFG_123820,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,37.0,1.0,1.0,0.0,0.0,0.0,0.0
LDSMFG_123821,2.0,1.0,1.0,0.0,2.0,1.0,189.5,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
LDSMFG_123822,3.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,259.0,1.0,0.0,1.0,0.0,0.0,0.0
LDSMFG_123823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,251.66666666666666,0.0,0.0,0.0,0.0,0.0,0.0
LDSMFG_123824,2.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,246.0,0.0,0.0,0.0,0.0,0.0,0.0
LDSMFG_123825,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LDSMFG_123826,2.0,1.0,1.0,0.0,1.0,0.0,262.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
LDSMFG_123827,4.0,2.0,0.0,1.0,2.0,0.0,107.5,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
LDSMFG_123829,3.0,2.0,0.0,0.0,2.0,0.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LDSMFG_123830,3.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,113.0,0.0,0.0,0.0,0.0,0.0,0.0
LDSMFG_123831,2.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,230.0,0.0,0.0,0.0,0.0,0.0,0.0
LDSMFG_123832,2.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0
LDSMFG_123833,1.0,1.0,0.0,0.0,1.0,1.0,216.0,2.0,1.0,144.0,0.0,0.0,0.0,0.0,0.0,0.0
LDSMFG_123834,1.0,1.0,0.0,0.0,2.0,2.0,113.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
LDSMFG_123835,1.0,1.0,0.0,1.0,1.0,0.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LDSMFG_123836,2.0,1.0,0.0,0.0,1.0,0.0,79.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
LDSMFG_123837,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,153.0,0.0,0.0,0.0,0.0,0.0,0.0
LDSMFG_123838,2.0,0.0,0.0,0.0,2.0,0.0,170.0,3.0,0.0,178.33333333333334,0.0,0.0,0.0,0.0,0.0,0.0
LDSMFG_123839,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LDSMFG_123840,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,286.0,0.0,0.0,0.0,0.0,0.0,0.0
LDSMFG_123841,2.0,1.0,0.0,0.0,1.0,0.0,135.0,1.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0
LDSMFG_123842,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,39.0,1.0,1.0,0.0,0.0,0.0,0.0
LDSMFG_123843,6.0,3.0,1.0,0.0,2.0,0.0,167.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LDSMFG_123844,6.0,3.0,1.0,0.0,1.0,0.0,30.0,1.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0
LDSMFG_123845,4.0,2.0,0.0,0.0,2.0,0.0,73.0,1.0,0.0,229.0,0.0,0.0,0.0,0.0,0.0,0.0
LDSMFG_123846,6.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,253.0,0.0,0.0,0.0,0.0,0.0,0.0
LDSMFG_123847,5.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0
LDSMFG_123848,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
LDSMFG_123849,6.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
LDSMFG_123850,3.0,0.0,1.0,0.0,1.0,0.0,144.0,1.0,0.0,192.0,0.0,0.0,0.0,0.0,0.0,0.0
LDSMFG_123851,4.0,1.0,1.0,0.0,1.0,0.0,167.0,2.0,0.0,233.0,0.0,0.0,0.0,0.0,0.0,0.0
LDSMFG_123852,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,293.0,0.0,0.0,0.0,0.0,0.0,0.0
LDSMFG_123853,3.0,2.0,0.0,1.0,3.0,1.0,152.66666666666666,2.0,1.0,22.5,0.0,0.0,0.0,0.0,0.0,0.0
LDSMFG_123854,3.0,1.0,2.0,0.0,1.0,0.0,68.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
LDSMFG_123855,2.0,1.0,0.0,0.0,5.0,1.0,121.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
LDSMFG_123856,1.0,1.0,0.0,0.0,1.0,0.0,153.0,1.0,1.0,111.0,1.0,0.0,1.0,0.0,0.0,0.0
LDSMFG_123857,4.0,1.0,0.0,0.0,2.0,0.0,218.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LDSMFG_123858,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LDSMFG_123859,3.0,1.0,0.0,1.0,2.0,2.0,122.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LDSMFG_123860,1.0,0.0,0.0,0.0,1.0,1.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LDSMFG_123861,1.0,1.0,0.0,0.0,1.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LDSMFG_123862,4.0,1.0,1.0,0.0,1.0,1.0,41.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
LDSMFG_123863,3.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LDSMFG_123864,1.0,1.0,0.0,0.0,1.0,0.0,93.0,1.0,0.0,223.0,1.0,0.0,0.0,1.0,0.0,0.0
LDSMFG_123865,1.0,1.0,0.0,0.0,1.0,1.0,44.0,2.0,0.0,141.5,1.0,0.0,1.0,0.0,0.0,0.0
LDSMFG_123866,1.0,1.0,0.0,0.0,1.0,0.0,275.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LDSMFG_123867,2.0,1.0,0.0,1.0,1.0,0.0,59.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
LDSMFG_123868,2.0,2.0,0.0,0.0,2.0,1.0,293.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LDSMFG_123869,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
LDSMFG_123870,1.0,1.0,0.0,1.0,1.0,0.0,124.0,1.0,0.0,196.0,0.0,0.0,0.0,0.0,0.0,0.0
LDSMFG_123871,0.0,0.0,0.0,0.0,1.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LDSMFG_123872,5.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0
LDSMFG_123873,2.0,1.0,0.0,1.0,4.0,1.0,76.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LDSMFG_123874,1.0,1.0,0.0,0.0,1.0,0.0,131.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LDSMFG_123875,1.0,1.0,0.0,0.0,1.0,0.0,284.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LDSMFG_123876,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LDSMFG_123877,5.0,4.0,0.0,0.0,1.0,1.0,197.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LDSMFG_123878,2.0,0.0,0.0,0.0,1.0,0.0,199.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LDSMFG_123879,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LDSMFG_123880,3.0,0.0,0.0,0.0,1.0,0.0,281.0,1.0,0.0,195.0,1.0,0.0,1.0,0.0,0.0,0.0
LDSMFG_123881,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,108.0,0.0,0.0,0.0,0.0,0.0,0.0
LDSMFG_123882,1.0,0.0,0.0,0.0,2.0,2.0,127.0,1.0,1.0,187.0,0.0,0.0,0.0,0.0,0.0,0.0
LDSMFG_123883,7.0,4.0,0.0,0.0,1.0,0.0,62.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
LDSMFG_123884,2.0,1.0,0.0,1.0,4.0,2.0,77.0,1.0,0.0,275.0,2.0,0.0,1.0,1.0,0.0,0.0
LDSMFG_123885,6.0,5.0,0.0,1.0,1.0,1.0,169.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0
LDSMFG_123886,6.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LDSMFG_123887,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,265.0,0.0,0.0,0.0,0.0,0.0,0.0
LDSMFG_123889,5.0,3.0,2.0,0.0,3.0,0.0,143.33333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LDSMFG_123890,3.0,3.0,0.0,1.0,1.0,0.0,3.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
LDSMFG_123891,3.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,168.66666666666666,0.0,0.0,0.0,0.0,0.0,0.0
LDSMFG_123892,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,249.0,0.0,0.0,0.0,0.0,0.0,0.0
LDSMFG_123893,1.0,1.0,0.0,0.0,1.0,0.0,264.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LDSMFG_123894,3.0,3.0,0.0,0.0,2.0,2.0,72.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LDSMFG_123895,2.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0
LDSMFG_123896,1.0,1.0,0.0,0.0,1.0,0.0,25.0,2.0,0.0,101.0,0.0,0.0,0.0,0.0,0.0,0.0
LDSMFG_123897,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LDSMFG_123898,2.0,1.0,0.0,0.0,2.0,0.0,197.5,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
LDSMFG_123899,3.0,2.0,0.0,0.0,3.0,0.0,133.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LDSMFG_123900,5.0,2.0,0.0,0.0,2.0,0.0,232.5,3.0,2.0,165.66666666666666,0.0,0.0,0.0,0.0,0.0,0.0
LDSMFG_123901,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,137.0,0.0,0.0,0.0,0.0,0.0,0.0
LDSMFG_123903,5.0,3.0,0.0,1.0,1.0,1.0,281.0,1.0,0.0,147.0,1.0,1.0,0.0,0.0,0.0,0.0
LDSMFG_123904,4.0,3.0,1.0,1.0,1.0,1.0,147.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LDSMFG_123905,1.0,0.0,0.0,0.0,1.0,1.0,234.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LDSMFG_123906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,132.0,0.0,0.0,0.0,0.0,0.0,0.0
LDSMFG_123907,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
LDSMFG_123908,3.0,0.0,0.0,1.0,1.0,0.0,282.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LDSMFG_123910,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
LDSMFG_123911,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LDSMFG_123912,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LDSMFG_123913,2.0,2.0,0.0,0.0,2.0,1.0,245.5,2.0,2.0,142.0,1.0,0.0,0.0,1.0,0.0,0.0
LDSMFG_123914,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,105.0,1.0,0.0,0.0,1.0,0.0,0.0
LDSMFG_123915,3.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,139.0,1.0,0.0,1.0,0.0,0.0,0.0
LDSMFG_123916,3.0,1.0,0.0,1.0,1.0,0.0,156.0,1.0,0.0,18.0,1.0,0.0,0.0,1.0,0.0,0.0
LDSMFG_123917,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LDSMFG_123918,4.0,3.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,193.0,0.0,0.0,0.0,0.0,0.0,0.0
LDSMFG_123919,3.0,2.0,0.0,0.0,1.0,1.0,235.0,1.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0
LDSMFG_123920,1.0,0.0,0.0,0.0,1.0,0.0,144.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0
LDSMFG_123921,2.0,0.0,1.0,1.0,2.0,1.0,162.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LDSMFG_123922,2.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,218.0,1.0,1.0,0.0,0.0,0.0,0.0
LDSMFG_123923,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LDSMFG_123924,4.0,2.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,56.0,1.0,1.0,0.0,0.0,0.0,0.0
LDSMFG_123925,5.0,2.0,0.0,1.0,2.0,0.0,229.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LDSMFG_123926,1.0,1.0,0.0,0.0,1.0,0.0,176.0,1.0,0.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0
LDSMFG_123927,4.0,3.0,0.0,0.0,1.0,0.0,176.0,1.0,0.0,287.0,0.0,0.0,0.0,0.0,0.0,0.0
LDSMFG_123928,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,231.0,0.0,0.0,0.0,0.0,0.0,0.0
LDSMFG_123929,4.0,3.0,0.0,1.0,2.0,0.0,281.0,3.0,1.0,116.33333333333333,1.0,0.0,1.0,0.0,0.0,0.0
LDSMFG_123930,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LDSMFG_123931,2.0,2.0,0.0,0.0,2.0,1.0,162.5,1.0,0.0,122.0,0.0,0.0,0.0,0.0,0.0,0.0
LDSMFG_123932,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
LDSMFG_123933,3.0,1.0,0.0,0.0,1.0,0.0,241.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LDSMFG_123934,3.0,1.0,1.0,0.0,2.0,0.0,44.0,1.0,1.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0
LDSMFG_123935,1.0,0.0,0.0,0.0,2.0,0.0,261.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LDSMFG_123936,0.0,0.0,0.0,0.0,1.0,0.0,282.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LDSMFG_123937,4.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,276.0,1.0,1.0,0.0,0.0,0.0,0.0
LDSMFG_123938,3.0,2.0,0.0,0.0,1.0,0.0,122.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
LDSMFG_123939,1.0,1.0,0.0,1.0,1.0,0.0,96.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
LDSMFG_123940,1.0,0.0,0.0,0.0,1.0,1.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LDSMFG_123941,1.0,0.0,0.0,0.0,2.0,1.0,172.5,2.0,1.0,176.5,0.0,0.0,0.0,0.0,0.0,0.0
LDSMFG_123942,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LDSMFG_123943,2.0,1.0,0.0,1.0,1.0,0.0,271.0,1.0,0.0,286.0,0.0,0.0,0.0,0.0,0.0,0.0
LDSMFG_123944,3.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,200.0,1.0,0.0,0.0,1.0,0.0,0.0
LDSMFG_123945,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LDSMFG_123946,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,55.0,1.0,0.0,1.0,0.0,0.0,0.0
LDSMFG_123947,3.0,2.0,0.0,0.0,1.0,0.0,289.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LDSMFG_123948,4.0,1.0,0.0,0.0,2.0,1.0,181.5,1.0,0.0,285.0,1.0,0.0,0.0,1.0,0.0,0.0
LDSMFG_123949,2.0,1.0,1.0,0.0,2.0,0.0,112.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LDSMFG_123950,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,10.0,2.0,0.0,0.0,2.0,0.0,0.0
LDSMFG_123951,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LDSMFG_123952,4.0,3.0,0.0,1.0,2.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LDSMFG_123953,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LDSMFG_123954,4.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LDSMFG_123955,1.0,0.0,0.0,1.0,1.0,1.0,228.0,1.0,1.0,175.0,1.0,0.0,1.0,0.0,0.0,0.0
LDSMFG_123956,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,58.666666666666664,0.0,0.0,0.0,0.0,0.0,0.0
LDSMFG_123957,1.0,0.0,1.0,0.0,1.0,0.0,41.0,1.0,0.0,156.0,0.0,0.0,0.0,0.0,0.0,0.0
LDSMFG_123958,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LDSMFG_123959,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LDSMFG_123960,3.0,2.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0
LDSMFG_123961,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LDSMFG_123962,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
LDSMFG_123963,4.0,3.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,118.66666666666667,0.0,0.0,0.0,0.0,0.0,0.0
LDSMFG_123964,2.0,1.0,0.0,0.0,1.0,1.0,251.0,2.0,0.0,162.0,0.0,0.0,0.0,0.0,0.0,0.0
LDSMFG_123965,0.0,0.0,0.0,0.0,1.0,0.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LDSMFG_123967,4.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0
LDSMFG_123968,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,168.0,2.0,0.0,0.0,2.0,0.0,0.0
LDSMFG_123969,5.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
LDSMFG_123970,1.0,1.0,0.0,0.0,1.0,0.0,102.0,2.0,0.0,206.0,0.0,0.0,0.0,0.0,0.0,0.0
LDSMFG_123971,3.0,1.0,0.0,0.0,1.0,0.0,129.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LDSMFG_123972,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LDSMFG_123973,2.0,0.0,0.0,0.0,1.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LDSMFG_123974,4.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LDSMFG_123975,3.0,2.0,0.0,0.0,1.0,0.0,112.0,2.0,0.0,209.0,0.0,0.0,0.0,0.0,0.0,0.0
LDSMFG_123976,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,196.5,0.0,0.0,0.0,0.0,1.0,0.0
LDSMFG_123977,2.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,201.0,1.0,0.0,0.0,1.0,0.0,0.0
LDSMFG_123978,3.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LDSMFG_123979,1.0,0.0,1.0,0.0,2.0,0.0,49.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LDSMFG_123980,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LDSMFG_123981,1.0,1.0,0.0,0.0,2.0,0.0,230.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LDSMFG_123982,5.0,3.0,0.0,0.0,1.0,0.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LDSMFG_123983,3.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,282.0,0.0,0.0,0.0,0.0,0.0,0.0
LDSMFG_123984,1.0,1.0,0.0,0.0,1.0,1.0,223.0,3.0,1.0,61.0,1.0,0.0,1.0,0.0,0.0,0.0
LDSMFG_123985,5.0,2.0,1.0,0.0,2.0,1.0,184.0,3.0,1.0,143.33333333333334,1.0,1.0,0.0,0.0,0.0,0.0
LDSMFG_123986,1.0,0.0,1.0,0.0,1.0,1.0,234.0,1.0,1.0,260.0,0.0,0.0,0.0,0.0,0.0,0.0
LDSMFG_123987,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LDSMFG_123988,6.0,3.0,0.0,1.0,1.0,0.0,58.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
LDSMFG_123989,2.0,0.0,0.0,0.0,1.0,0.0,55.0,2.0,0.0,108.0,1.0,1.0,0.0,0.0,0.0,0.0
LDSMFG_123990,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,208.5,0.0,0.0,0.0,0.0,0.0,0.0
LDSMFG_123991,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,165.0,0.0,0.0,0.0,0.0,0.0,0.0
